University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,student_id,attendance_clean,health_issues_clean,relationship_clean,interested_area_clean,skills_clean,performance_risk_label,performance_risk_binary,predicted_risk_binary,predicted_risk_label,predicted_risk_probability,predicted_confidence
2020,Female,21,2019,BCSE,7,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,88,No,No,Yes,Programming,1,Data Science,Single,Yes,Bachelor,No,3.31,No,2.9,70,20000,STU1577,88.0,No,Single,Data Science,Programming,At Risk,1,1,At Risk,0.5727944992345507,0.5727944992345507
2018,Male,23,2017,BCSE,14,No,Yes,5,2,Online,No,Yes,4,Intermediate,85,Yes,No,Yes,Web development,1,Software,Single,Yes,Family,No,2.96,No,3.06,136,20000,STU1578,85.0,No,Single,Software,Web Development,At Risk,1,1,At Risk,0.9410512566683166,0.9410512566683166
2022,Male,20,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,3.68,No,3.68,11,35000,STU1579,100.0,No,Single,Software,Programming,Good,0,0,Good,0.20844866696897627,0.7915513330310238
2022,Female,20,2018,BCSE,2,No,Yes,4,2,Online,Yes,Yes,6,Basic,100,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.78,No,3.78,11,4000,STU1580,100.0,No,Single,Software,Programming,Good,0,0,Good,0.13188559614891637,0.8681144038510836
2020,Male,21,2019,BCSE,7,Yes,No,4,3,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,3,Software,Single,Yes,Bachelor,Yes,3.87,No,3.68,86,15000,STU1581,95.0,Yes,Single,Software,Programming,Good,0,0,Good,0.09287728844340716,0.9071227115565929
2021,Male,21,2019,BCSE,4,Yes,Yes,10,2,Offline,Yes,Yes,2,Basic,95,Yes,Yes,No,Programming,2,NETWORKING,Single,No,Family,No,2.68,No,2.47,25,40000,STU1582,95.0,No,Single,Networking,Programming,At Risk,1,1,At Risk,0.8541735719272345,0.8541735719272345
2022,Male,21,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.9,No,3.9,11,20000,STU1583,90.0,No,Single,Software,Programming,Good,0,0,Good,0.16762780496459576,0.8323721950354043
2018,Male,24,2017,BCSE,13,No,No,2,1,Online,Yes,Yes,2,Advance,90,No,No,No,Web development,4,Hardware,Engaged,No,Family,No,2.65,No,2.97,130,62488,STU1584,90.0,No,Engaged,Hardware,Web Development,At Risk,1,1,At Risk,0.6986178480204341,0.6986178480204341
2020,Male,22,2019,BCSE,8,No,No,2,1,Offline,Yes,Yes,3,Intermediate,87,No,No,No,Programming,1,Cybersecurity,Single,No,Bachelor,No,3.29,No,3.65,100,100000,STU1585,87.0,No,Single,Cyber Security,Programming,Good,0,0,Good,0.20666072261741497,0.793339277382585
2020,Female,20,2019,BCSE,8,No,Yes,3,2,Online,Yes,Yes,2,Intermediate,97,No,No,Yes,Web development,2,Machine Learning,Single,Yes,Family,No,3.14,No,3.62,95,48400,STU1586,97.0,No,Single,Machine Learning,Web Development,Good,0,0,Good,0.2654568741441704,0.7345431258558296
2017,Male,24,2016,BCSE,17,No,No,4,2,Offline,Yes,Yes,8,Intermediate,80,Yes,Yes,Yes,Web development,10,Software,Single,No,Family,Yes,3.15,No,3.39,140,30000,STU1587,80.0,Yes,Single,Software,Web Development,Good,0,0,Good,0.26838709677419353,0.7316129032258065
2020,Female,21,2019,BCSE,8,Yes,Yes,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,3,Software,Single,No,Family,No,3.46,No,3.55,88,80000,STU1588,100.0,No,Single,Software,Web Development,Good,0,0,Good,0.06638600233647846,0.9336139976635216
2020,Female,22,2019,BCSE,8,No,No,1,1,Online,Yes,Yes,3,Intermediate,99,No,No,Yes,Software Development,0,Software,Single,No,Family,No,3.32,No,3.17,85,40000,STU1589,99.0,No,Single,Software,Software Development,At Risk,1,0,Good,0.34502292432821396,0.6549770756717861
2020,Female,21,2019,BCSE,7,Yes,Yes,3,1,Offline,Yes,Yes,4,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,3.21,No,3.36,76,25000,STU1590,95.0,No,Single,Software,Programming,Good,0,0,Good,0.22848797310062458,0.7715120268993754
2022,Male,19,2020,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,4,Artificial Intelligence,Single,No,Bachelor,No,3.93,No,3.93,11,15000,STU1591,100.0,No,Single,Artificial Intelligence,Programming,Good,0,0,Good,0.2563428241823729,0.7436571758176271
2019,Male,24,2017,BCSE,11,No,No,6,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,3,Software,Single,No,Family,No,3.94,No,3.76,130,40000,STU1592,90.0,No,Single,Software,Web Development,Good,0,0,Good,0.10041249800892828,0.8995875019910717
2021,Female,22,2021,BCSE,3,No,No,4,2,Online,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,2.87,No,2.31,24,200000,STU1593,95.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.8592181970076708,0.8592181970076708
2021,Male,21,2020,BCSE,5,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.31,No,3.27,49,30000,STU1594,100.0,No,Single,Software,Programming,Good,0,0,Good,0.17495367889927863,0.8250463211007214
2022,Female,19,2020,BCSE,2,Yes,Yes,5,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,4.0,Yes,4.0,11,35000,STU1595,99.0,No,Single,Software,Programming,Good,0,0,Good,0.12151386165054984,0.8784861383494502
2022,Male,20,2020,BCSE,2,Yes,No,0,0,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,1,Software,Single,No,Bachelor,No,4.0,No,4.0,12,20000,STU1596,100.0,No,Single,Software,Programming,Good,0,0,Good,0.19030532456254054,0.8096946754374594
2021,Male,20,2020,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,75,Yes,No,Yes,Programming,1,Machine Learning,Single,No,Bachelor,Yes,2.08,No,2.68,20,50000,STU1597,75.0,Yes,Single,Machine Learning,Programming,At Risk,1,1,At Risk,0.9267419204885828,0.9267419204885828
2021,Female,22,2020,BCSE,3,No,Yes,6,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,2,Software,Single,No,Family,No,2.62,No,2.64,18,5000,STU1598,80.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.8720594668489404,0.8720594668489404
2022,Male,19,2020,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,8,Basic,100,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,3.89,No,3.89,12,35000,STU1599,100.0,No,Single,Software,Web Development,Good,0,0,Good,0.1323367443850063,0.8676632556149937
2018,Female,23,2016,BCSE,14,No,Yes,2,1,Offline,Yes,Yes,8,Advance,70,Yes,No,Yes,Networking,1,Machine Learning,Relationship,No,Family,No,2.75,No,2.88,111,70000,STU1600,70.0,No,Relationship,Machine Learning,Networking,At Risk,1,1,At Risk,0.8345908149908428,0.8345908149908428
2020,Male,22,2018,BCSE,8,No,No,5,2,Online,No,Yes,2,Intermediate,98,No,No,No,Web development,3,Software,Single,No,Family,No,4.0,No,3.97,87,30000,STU1601,98.0,No,Single,Software,Web Development,Good,0,0,Good,0.19826902656928158,0.8017309734307184
2020,Male,22,2018,BCSE,8,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,95,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.57,No,3.57,90,40000,STU1602,95.0,No,Single,Software,Web Development,Good,0,0,Good,0.09558675529520273,0.9044132447047972
2020,Female,22,2018,BCSE,8,Yes,No,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Software Development,0,Software,Single,No,Bachelor,Yes,3.19,No,3.41,90,62488,STU1603,98.0,Yes,Single,Software,Software Development,Good,0,0,Good,0.3479212225966537,0.6520787774033463
2019,Male,23,2018,BCSE,11,Yes,No,8,2,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Web development,3,Software,Single,No,Bachelor,No,3.6,No,3.9,130,24000,STU1604,99.0,No,Single,Software,Web Development,Good,0,0,Good,0.08363880858100091,0.9163611914189991
2020,Female,20,2019,BCSE,7,No,Yes,6,2,Offline,Yes,Yes,6,Intermediate,85,Yes,No,Yes,Software Development,3,Software,Single,No,Family,No,2.88,No,2.88,68,100000,STU1605,85.0,No,Single,Software,Software Development,At Risk,1,1,At Risk,0.8738805346700081,0.8738805346700081
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,No,6,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.74,No,2.74,23,20000,STU1606,90.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.9079450881972433,0.9079450881972433
2021,Female,20,2019,BCSE,3,No,Yes,5,3,Offline,Yes,No,3,Basic,50,Yes,No,No,Programming,3,Hardware,Single,No,Family,No,1.41,No,2.55,25,10000,STU1607,50.0,No,Single,Hardware,Programming,At Risk,1,1,At Risk,0.9364285714285714,0.9364285714285714
2019,Female,22,2017,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,3.42,No,3.32,122,40000,STU1608,100.0,No,Single,Machine Learning,Web Development,Good,0,0,Good,0.27312556920465025,0.7268744307953497
2019,Female,22,2017,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,3.1,No,3.08,118,40000,STU1609,99.0,No,Single,Machine Learning,Web Development,At Risk,1,1,At Risk,0.5774020201755397,0.5774020201755397
2020,Male,21,2019,BCSE,8,Yes,No,2,1,Online,Yes,Yes,1,Advance,90,No,No,No,Programming,2,Machine Learning,Single,No,Bachelor,No,3.96,No,3.86,87,120000,STU1610,90.0,No,Single,Machine Learning,Programming,Good,0,0,Good,0.09112332094271622,0.9088766790572838
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Data Science,Single,No,Bachelor,No,3.29,No,3.29,11,40000,STU1611,70.0,No,Single,Data Science,Programming,Good,0,0,Good,0.21180223191193467,0.7881977680880653
2022,Female,22,2017,BCSE,1,Yes,Yes,3,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,3.75,No,3.75,12,50000,STU1612,100.0,No,Single,Software,Programming,Good,0,0,Good,0.1506110620222583,0.8493889379777417
2020,Female,21,2019,BCSE,8,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.66,No,3.8,87,50000,STU1613,100.0,No,Single,Software,Programming,Good,0,0,Good,0.11781369034244422,0.8821863096575557
2022,Female,20,2019,BCSE,1,Yes,Yes,2,3,Offline,Yes,Yes,1,Basic,97,No,No,Yes,Programming,2,NETWORKING,Single,Yes,Family,No,0.0,No,0.0,0,45000,STU1614,97.0,No,Single,Networking,Programming,At Risk,1,1,At Risk,0.9103928571428572,0.9103928571428572
2019,Male,21,2019,BCSE,8,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Cyber security,2,NETWORKING,Single,No,Bachelor,No,3.88,No,3.71,92,30000,STU1615,90.0,No,Single,Networking,Cyber Security,Good,0,0,Good,0.14090982577412248,0.8590901742258775
2020,Male,22,2018,BCSE,8,Yes,Yes,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,4.0,No,3.89,75,30000,STU1616,90.0,No,Single,Software,Programming,Good,0,0,Good,0.13440805928988586,0.8655919407101141
2019,Male,21,2018,BCSE,8,Yes,Yes,2,2,Offline,No,Yes,3,Intermediate,90,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,3.64,No,3.42,100,18000,STU1617,90.0,No,Single,Software,Web Development,Good,0,0,Good,0.23623715932406433,0.7637628406759357
2018,Male,25,2016,BCSE,13,Yes,Yes,2,2,Online,Yes,Yes,3,Intermediate,90,Yes,Yes,Yes,Programming,2,Software,Single,No,Family,No,2.4,No,2.41,86,50000,STU1618,90.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.8959981392876127,0.8959981392876127
2021,Female,20,2020,BCSE,2,No,No,2,1,Offline,Yes,No,3,Basic,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,Yes,2.67,No,2.67,12,25000,STU1619,90.0,Yes,Single,Software,Programming,At Risk,1,1,At Risk,0.7498801930702406,0.7498801930702406
2021,Female,22,2018,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,3,Software,Married,No,Family,Yes,2.86,No,2.86,15,50000,STU1620,80.0,Yes,Married,Software,Programming,At Risk,1,1,At Risk,0.9254588744588745,0.9254588744588745
2021,Male,20,2020,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,Yes,Bachelor,Yes,2.63,No,3.07,27,25000,STU1621,80.0,Yes,Single,Software,Programming,At Risk,1,1,At Risk,0.8070002911648801,0.8070002911648801
2020,Female,21,2018,BCSE,8,No,Yes,3,2,Online,Yes,Yes,1,Intermediate,96,No,No,Yes,Web development,2,Machine Learning,Single,No,Family,Yes,3.48,No,3.74,87,20000,STU1622,96.0,Yes,Single,Machine Learning,Web Development,Good,0,0,Good,0.33054213435061186,0.6694578656493881
2022,Male,19,2020,BCSE,2,Yes,Yes,1,1,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,Software,Single,No,Family,No,3.75,No,3.75,12,30000,STU1623,99.0,No,Single,Software,Programming,Good,0,0,Good,0.11867828682412193,0.881321713175878
2019,Male,21,2019,BCSE,8,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.94,No,3.88,90,30000,STU1624,95.0,No,Single,Software,Programming,Good,0,0,Good,0.12420436574039204,0.8757956342596079
2022,Female,21,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,No,5,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,0.0,No,0.0,0,40000,STU1625,100.0,No,Single,Software,Networking,At Risk,1,1,At Risk,0.9681157323688968,0.9681157323688968
2022,Female,20,2020,BCSE,1,Yes,No,2,1,Offline,Yes,Yes,2,Basic,99,No,No,Yes,Programming,2,Software,Single,No,Family,No,4.0,No,4.0,13,62488,STU1626,99.0,No,Single,Software,Programming,Good,0,0,Good,0.2214716347021141,0.7785283652978859
2020,Female,21,2018,BCSE,8,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,1,Software,Engaged,No,Family,Yes,3.5,No,3.63,87,90000,STU1627,80.0,Yes,Engaged,Software,Web Development,Good,0,0,Good,0.09120251583606986,0.9087974841639301
2022,Male,19,2020,BCSE,2,Yes,No,3,1,Online,Yes,Yes,2,Basic,85,No,No,No,Cyber security,1,Software,Single,No,Family,No,1.91,No,1.75,6,300000,STU1628,85.0,No,Single,Software,Cyber Security,At Risk,1,1,At Risk,0.9218146304631623,0.9218146304631623
2022,Male,20,2021,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,i don't,1,Software,Single,No,Family,No,3.85,No,3.85,11,30000,STU1629,90.0,No,Single,Software,None / Developing,Good,0,0,Good,0.1965117970663078,0.8034882029336922
2020,Male,22,2019,BCSE,8,No,Yes,1,1,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Video editing,2,Machine Learning,Single,Yes,Bachelor,No,1.97,No,2.77,85,40000,STU1630,95.0,No,Single,Machine Learning,Video Editing,At Risk,1,1,At Risk,0.9632618065433854,0.9632618065433854
2022,Male,20,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,Software,Single,No,Family,No,3.51,No,3.51,11,40000,STU1631,98.0,No,Single,Software,Programming,Good,0,0,Good,0.2704860656702055,0.7295139343297945
2022,Male,21,2019,BCSE,2,No,No,3,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Bachelor,No,3.85,No,3.85,11,20000,STU1632,95.0,No,Single,Artificial Intelligence,Programming,Good,0,0,Good,0.21125819550369382,0.7887418044963062
2022,Female,20,2020,BCSE,2,Yes,Yes,3,3,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,4.0,No,4.0,11,50000,STU1633,90.0,No,Single,Software,Programming,Good,0,0,Good,0.21312795463031278,0.7868720453696872
2022,Male,19,2020,BCSE,2,No,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Bachelor,No,3.21,No,3.21,11,40000,STU1634,90.0,No,Single,Artificial Intelligence,Programming,Good,0,0,Good,0.164620081115993,0.835379918884007
2020,Female,22,2019,BCSE,8,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Software Development,2,Hardware,Single,Yes,Family,No,3.15,No,3.65,84,50000,STU1635,95.0,No,Single,Hardware,Software Development,Good,0,0,Good,0.1888627942396866,0.8111372057603135
2022,Male,21,2020,BCSE,2,Yes,No,4,3,Offline,Yes,Yes,1,Basic,80,Yes,Yes,Yes,Programming,1,Software,Relationship,Yes,Bachelor,Yes,3.1,No,3.1,14,20000,STU1636,80.0,Yes,Relationship,Software,Programming,At Risk,1,1,At Risk,0.8223749568391456,0.8223749568391456
2019,Male,23,2016,BCSE,10,Yes,No,1,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Mentoring,3,Machine Learning,Single,No,Bachelor,No,3.22,No,3.47,95,13500,STU1637,90.0,No,Single,Machine Learning,Mentoring,Good,0,0,Good,0.11802105200863347,0.8819789479913666
2021,Female,22,2019,BCSE,3,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,70,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,3.52,No,3.77,23,25000,STU1638,70.0,No,Single,Machine Learning,Programming,Good,0,0,Good,0.13675314089570795,0.8632468591042921
2021,Female,20,2020,BCSE,3,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.24,No,3.32,23,80000,STU1639,85.0,No,Single,Software,Programming,Good,0,0,Good,0.20032192036601779,0.7996780796339822
2019,Male,23,2017,BCSE,11,No,Yes,10,3,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,4,Software,Single,Yes,Bachelor,Yes,3.94,Yes,3.95,126,25000,STU1640,90.0,Yes,Single,Software,Programming,Good,0,0,Good,0.11244141339278829,0.8875585866072118
2020,Female,22,2018,BCSE,8,No,No,4,1,Online,Yes,Yes,7,Intermediate,80,No,No,No,Graphics design,1,Machine Learning,Single,Yes,Family,No,2.5,No,2.85,90,70000,STU1641,80.0,No,Single,Machine Learning,Graphics Design,At Risk,1,0,Good,0.4372901445842846,0.5627098554157154
2020,Female,21,2018,BCSE,8,No,Yes,3,1,Offline,Yes,Yes,3,Basic,88,No,No,No,graphic design,5,NETWORKING,Single,No,Bachelor,Yes,2.65,No,2.85,70,35000,STU1642,88.0,Yes,Single,Networking,Graphics Design,At Risk,1,1,At Risk,0.6634730368090845,0.6634730368090845
2021,Male,20,2020,BCSE,2,Yes,Yes,1,4,Online,Yes,No,6,Intermediate,80,No,No,No,Software Development,1,Software,Single,No,Family,No,2.91,No,2.91,11,25000,STU1643,80.0,No,Single,Software,Software Development,At Risk,1,1,At Risk,0.8465665804739128,0.8465665804739128
2015,Male,26,2014,BCSE,22,No,Yes,5,4,Offline,Yes,Yes,1,Intermediate,100,Yes,Yes,Yes,Programming,1,Software,Single,No,Bachelor,No,3.22,No,2.83,103,25000,STU1644,100.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.8891666666666665,0.8891666666666665
2020,Male,21,2019,BCSE,7,Yes,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development,1,Software,Single,Yes,Family,No,3.67,No,3.48,75,62488,STU1645,100.0,No,Single,Software,Web Development,Good,0,0,Good,0.13936640749398987,0.8606335925060101
2022,Female,21,2019,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Bachelor,No,4.0,No,4.0,12,30000,STU1646,99.0,No,Single,Software,Programming,Good,0,0,Good,0.10215772526292924,0.8978422747370708
2022,Male,21,2020,BCSE,2,Yes,Yes,3,1,Offline,Yes,Yes,5,Basic,95,No,No,Yes,Programming,1,Machine Learning,Single,Yes,Family,No,3.92,No,3.92,12,35000,STU1647,95.0,No,Single,Machine Learning,Programming,Good,0,0,Good,0.12426915054180145,0.8757308494581986
2019,Male,23,2018,BCSE,11,No,No,6,2,Online,Yes,Yes,6,Advance,90,No,No,Yes,Web development,5,UI/UX,Single,No,Bachelor,No,3.02,No,3.05,123,40000,STU1648,90.0,No,Single,UI/UX Design,Web Development,At Risk,1,0,Good,0.4932128514449031,0.5067871485550969
2020,Female,21,2019,BCSE,8,No,Yes,13,2,Online,Yes,Yes,1,Advance,100,No,No,No,Programming,2,NETWORKING,Single,No,Family,No,3.77,No,3.69,88,5000,STU1649,100.0,No,Single,Networking,Programming,Good,0,0,Good,0.3251639413444442,0.6748360586555557
2021,Male,21,2020,BCSE,4,No,Yes,2,1,Offline,Yes,Yes,3,Intermediate,96,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.89,No,3.7,35,90000,STU1650,96.0,No,Single,Software,Programming,Good,0,0,Good,0.23021321325568686,0.7697867867443131
2014,Female,25,2013,BCSE,15,No,Yes,4,3,Offline,Yes,Yes,1,Intermediate,90,Yes,No,Yes,Networking,2,Software,Married,No,Family,No,3.06,No,2.86,140,40000,STU1651,90.0,No,Married,Software,Networking,At Risk,1,1,At Risk,0.8790537634408602,0.8790537634408602
2019,Male,21,2019,BCSE,8,No,Yes,1,2,Online,Yes,Yes,4,Intermediate,57,Yes,No,No,Programming,3,Software,Single,Yes,Family,Yes,3.66,No,3.01,77,45000,STU1652,57.0,Yes,Single,Software,Programming,At Risk,1,1,At Risk,0.8280405865409793,0.8280405865409793
2020,Female,22,2018,BCSE,8,Yes,Yes,3,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Networking,4,NETWORKING,Single,No,Bachelor,No,2.15,No,2.54,70,25000,STU1653,100.0,No,Single,Networking,Networking,At Risk,1,1,At Risk,0.8578099415204679,0.8578099415204679
2017,Male,24,2017,BCSE,9,Yes,Yes,1,1,Online,Yes,Yes,1,Intermediate,85,No,No,No,Programming,2,Software,Single,No,Family,No,3.39,No,3.29,90,40000,STU1654,85.0,No,Single,Software,Programming,Good,0,0,Good,0.11955121295220776,0.8804487870477923
2019,Female,22,2018,BCSE,11,No,No,2,1,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Web development,1,Software,Single,No,Family,No,3.78,No,3.54,125,60000,STU1655,95.0,No,Single,Software,Web Development,Good,0,0,Good,0.1455193803078362,0.8544806196921638
2017,Male,25,2016,BCSE,16,No,Yes,6,3,Online,Yes,Yes,4,Intermediate,90,No,No,Yes,Software Development,4,Software,Single,Yes,Family,No,3.51,No,3.51,143,100000,STU1656,90.0,No,Single,Software,Software Development,Good,0,1,At Risk,0.64802834799609,0.64802834799609
2020,Male,22,2016,BCSE,7,No,Yes,1,1,Offline,Yes,Yes,2,Intermediate,60,No,No,Yes,Programming,1,Hardware,Single,No,Bachelor,Yes,2.92,No,2.9,58,62488,STU1657,60.0,Yes,Single,Hardware,Programming,At Risk,1,1,At Risk,0.5663537778729684,0.5663537778729684
2019,Female,21,2019,BCSE,8,No,Yes,5,2,Offline,Yes,Yes,3,Advance,90,Yes,No,Yes,Networking,2,NETWORKING,Engaged,Yes,Bachelor,No,2.13,No,2.45,87,40000,STU1658,90.0,No,Engaged,Networking,Networking,At Risk,1,1,At Risk,0.923127983127983,0.923127983127983
2020,Male,22,2019,BCSE,7,No,No,2,1,Offline,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,No,Bachelor,Yes,3.4,No,2.8,80,35000,STU1659,80.0,Yes,Single,Software,Programming,At Risk,1,1,At Risk,0.5695425035881816,0.5695425035881816
2022,Female,20,2020,BCSE,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,0.0,No,0.0,0,30000,STU1660,98.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.9348779799252622,0.9348779799252622
2020,Female,21,2019,BCSE,8,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Machine Learning,3,Machine Learning,Single,Yes,Family,Yes,3.4,No,3.5,87,40000,STU1661,80.0,Yes,Single,Machine Learning,Machine Learning,Good,0,0,Good,0.13844936857599618,0.8615506314240038
2021,Male,20,2020,BCSE,4,No,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Market Analysis,1,Software,Single,Yes,Family,No,2.59,No,3.01,24,40000,STU1662,100.0,No,Single,Software,Market Analysis,At Risk,1,1,At Risk,0.6631609351051827,0.6631609351051827
2020,Female,21,2019,BCSE,8,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,97,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.78,No,3.77,87,15000,STU1663,97.0,No,Single,Software,Programming,Good,0,0,Good,0.09493580928935313,0.9050641907106469
2022,Male,20,2020,BCSE,2,Yes,Yes,2,1,Online,Yes,Yes,10,Basic,95,No,No,No,Programming,2,Software,Single,No,Family,No,1.75,No,1.75,11,30000,STU1664,95.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.9527563882836922,0.9527563882836922
2020,Male,22,2019,BCSE,7,No,No,0,0,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,0,Hardware,Single,Yes,Bachelor,Yes,3.4,No,3.65,75,50000,STU1665,98.0,Yes,Single,Hardware,Programming,Good,0,0,Good,0.3909532439303702,0.6090467560696298
2021,Female,21,2021,BCSE,3,Yes,No,7,2,Offline,Yes,Yes,3,Basic,99,Yes,Yes,Yes,Programming,1,Hardware,Single,No,Bachelor,No,1.52,No,1.64,8,60000,STU1666,99.0,No,Single,Hardware,Programming,At Risk,1,1,At Risk,0.7206969696969696,0.7206969696969696
2019,Female,22,2018,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,4,Advance,90,No,No,Yes,Programming,3,NETWORKING,Single,Yes,Family,Yes,3.66,No,3.37,123,60000,STU1667,90.0,Yes,Single,Networking,Programming,Good,0,0,Good,0.16042379523002118,0.8395762047699789
